"created","favoriteCount","favorited","id","isRetweet","latitude","longitude","replyToSID","replyToSN","replyToUID","retweetCount","retweeted","screenName","statusSource","text","truncated"
"2017-07-11",1,FALSE,"884761794962747393",FALSE,NA,NA,"884759395883782144","wironayib91","343416138",0,FALSE,"bscfab83","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@wironayib91 @IGecuador @radio_sucre Ahhh con razon",FALSE
"2017-07-11",1,FALSE,"884759395883782144",FALSE,NA,NA,"884756276340764673","bscfab83","905174262",0,FALSE,"wironayib91","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@bscfab83 @IGecuador Estaba sentado en el auto esperando q se caliente y no sentí si no es por  @radio_sucre q en e… https://t.co/IR6X2ccGb1",TRUE
"2017-07-11",0,FALSE,"884758791488761858",TRUE,NA,NA,NA,NA,NA,1,FALSE,"IdrovoWil","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @radio_sucre: Inmueble en Bélgica no será la residencia de Rafael Correa https://t.co/s5L6jCbpem",FALSE
"2017-07-11",0,FALSE,"884758647267631106",TRUE,NA,NA,NA,NA,NA,3,FALSE,"IdrovoWil","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @radio_sucre: Ingreso de camarón ecuatoriano a Brasil con nueva traba https://t.co/FJSF1Edi8b https://t.co/Ix6NIoCoQE",FALSE
"2017-07-11",0,FALSE,"884755819849502720",TRUE,NA,NA,NA,NA,NA,3,FALSE,"IDDANNERCK","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @radio_sucre: Ingreso de camarón ecuatoriano a Brasil con nueva traba https://t.co/FJSF1Edi8b https://t.co/Ix6NIoCoQE",FALSE
"2017-07-11",0,FALSE,"884755342864863232",TRUE,NA,NA,NA,NA,NA,3,FALSE,"princesa1hada","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @radio_sucre: Ingreso de camarón ecuatoriano a Brasil con nueva traba https://t.co/FJSF1Edi8b https://t.co/Ix6NIoCoQE",FALSE
"2017-07-11",0,FALSE,"884753651994165248",TRUE,NA,NA,NA,NA,NA,1,FALSE,"princesa1hada","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @princesa1hada: @radio_sucre Somos libres de construir en nuestro territorio lo que sea y el Perú por estar con mucho armamento no nos i…",FALSE
"2017-07-11",0,FALSE,"884753551502782464",TRUE,NA,NA,NA,NA,NA,1,FALSE,"princesa1hada","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @radio_sucre: Ecuador ‘lamenta’ que Perú llamara a su embajador https://t.co/7n0ZHEQ1gw https://t.co/gNRLk3MZMO",FALSE
"2017-07-11",0,FALSE,"884753545916026881",FALSE,NA,NA,"884751065597530113","radio_sucre","86374475",1,FALSE,"princesa1hada","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@radio_sucre Somos libres de construir en nuestro territorio lo que sea y el Perú por estar con mucho armamento no nos intimida",FALSE
"2017-07-11",0,FALSE,"884745753041809409",TRUE,NA,NA,NA,NA,NA,5,FALSE,"Miryam42263978","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @Jaqueli44063126: @MIES_Zona5 @vanessafreirev @InclusionEc @aldiacomec @radio_sucre @RadioLibre9 @lahoralosriosec @DetectiveDiario @Mund…",FALSE
