"created","favoriteCount","favorited","id","isRetweet","latitude","longitude","replyToSID","replyToSN","replyToUID","retweetCount","retweeted","screenName","statusSource","text","truncated","depurado","sinEspacios","statusCount","followers","favorites","friends","location"
"2017-07-08",0,FALSE,883842442633588736,TRUE,NA,NA,NA,NA,NA,1,FALSE,"barcelucho85","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @radio_sucre: 30’ 1T   Goolll de Anangonó @LDU_Oficial  3-0  @Clan_juvenil
#FutbolEcuatorianoPorSucre",FALSE,"’ T   Goolll de Anangonó LDUficial    Clanuvenil
FutbolEcuatorianoPorSucre","’TGoollldeAnangonóLDUficialClanuvenilFutbolEcuatorianoPorSucre",2496,21,26,34,"Quito, Ecuador"
"2017-07-08",0,FALSE,883812971323035648,TRUE,NA,NA,NA,NA,NA,1,FALSE,"barcelucho85","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @radio_sucre: 4’ 2T Goolll de De Jesús @IDV_EC  0-2 @elnacionalec
#FutbolEcuatorianoPorSucre",FALSE,"’ T Goolll de De Jesús IDVC   elnacionalec
FutbolEcuatorianoPorSucre","’TGoollldeDeJesúsIDVCelnacionalecFutbolEcuatorianoPorSucre",2496,21,26,34,"Quito, Ecuador"
"2017-07-08",0,FALSE,883833246987030528,TRUE,NA,NA,NA,NA,NA,1,FALSE,"barcelucho85","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @radio_sucre: 8’ 1T  Goollll de Canga  @LDU_Oficial  1-0  @Clan_juvenil
#FutbolEcuatorianoPorSucre",FALSE,"’ T  Goollll de Canga  LDUficial    Clanuvenil
FutbolEcuatorianoPorSucre","’TGoolllldeCangaLDUficialClanuvenilFutbolEcuatorianoPorSucre",2496,21,26,34,"Quito, Ecuador"
"2017-07-08",0,FALSE,883851378405367808,TRUE,NA,NA,NA,NA,NA,1,FALSE,"barcelucho85","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @radio_sucre: 21’ 2T  Goool de Salaberry  @LDU_Oficial  4-0  @Clan_juvenil
#FutbolEcuatorianoPorSucre",FALSE,"’ T  Goool de Salaberry  LDUficial    Clanuvenil
FutbolEcuatorianoPorSucre","’TGoooldeSalaberryLDUficialClanuvenilFutbolEcuatorianoPorSucre",2496,21,26,34,"Quito, Ecuador"
"2017-07-08",0,FALSE,883835598573903872,TRUE,NA,NA,NA,NA,NA,1,FALSE,"barcelucho85","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @radio_sucre: 13’ 1T    Gooolll de Barcos   @LDU_Oficial   2-0  @Clan_juvenil
#FutbolEcuatorianoPorSucre",FALSE,"’ T    Gooolll de Barcos   LDUficial     Clanuvenil
FutbolEcuatorianoPorSucre","’TGooollldeBarcosLDUficialClanuvenilFutbolEcuatorianoPorSucre",2496,21,26,34,"Quito, Ecuador"
"2017-07-08",0,FALSE,883859771174137856,TRUE,NA,NA,NA,NA,NA,1,FALSE,"barcelucho85","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @radio_sucre: 33’ 2T  Gooolll de Quiñonez @LDU_Oficial  5-0  @Clan_juvenil #FutbolEcuatorianoPorSucre",FALSE,"’ T  Gooolll de Quiñonez LDUficial    Clanuvenil FutbolEcuatorianoPorSucre","’TGooollldeQuiñonezLDUficialClanuvenilFutbolEcuatorianoPorSucre",2496,21,26,34,"Quito, Ecuador"
"2017-07-08",0,FALSE,883848969448828928,TRUE,NA,NA,NA,NA,NA,1,FALSE,"martin97_ne","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @radio_sucre: 10’ 2T  @LDU_Oficial  3-0 @Clan_juvenil
#FutbolEcuatorianoPorSucre",FALSE,"’ T  LDUficial   Clanuvenil
FutbolEcuatorianoPorSucre","’TLDUficialClanuvenilFutbolEcuatorianoPorSucre",48074,237,4006,761,"Cuenca-Ecuador"
"2017-07-11",0,FALSE,884745753041809408,TRUE,NA,NA,NA,NA,NA,5,FALSE,"Miryam42263978","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @Jaqueli44063126: @MIES_Zona5 @vanessafreirev @InclusionEc @aldiacomec @radio_sucre @RadioLibre9 @lahoralosriosec @DetectiveDiario @Mund…",FALSE,"…","…",129,9,5,41,"Buena Fe, Ecuador"
"2017-07-09",0,FALSE,884126480862556160,TRUE,NA,NA,NA,NA,NA,1,FALSE,"LuisJFigueroaS","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Mobile Web (M2)</a>","RT @radio_sucre: A. Arias: Ahora tenemos que enfocarnos en la segunda etapa
#SucreDeportes",FALSE,"AAriasAhora tenemos que enfocarnos en la segunda etapa
SucreDeportes","AAriasAhoratenemosqueenfocarnosenlasegundaetapaSucreDeportes",12384,734,376,1033,"Guayaquil "
"2017-07-02",0,FALSE,881677900692500480,FALSE,NA,NA,881663014864334848,"abdonbermeo",761969208,0,FALSE,"Erick94Chamo","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>","@abdonbermeo @radio_sucre El  sabe que no va a ganar la segunda etapa por eso lo dijo<ed><U+00A0><U+00BD><ed><U+00B8><U+00A3> @CSEmelec",FALSE,"abdonbermeo radioucre El  sabe que no va a ganar la segunda etapa por eso lo dijodUAUBDedUBUACSEmelec","abdonbermeoradioucreElsabequenovaaganarlasegundaetapaporesolodijodUAUBDedUBUACSEmelec",4766,83,4411,529,"Manta, Ecuador"
"2017-07-10",0,FALSE,884507340829061120,TRUE,NA,NA,NA,NA,NA,1,FALSE,"ChavezSolcito5","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","RT @radio_sucre: Accidente deja al menos 9 muertos y 36 heridos https://t.co/RXmz4ZlrtT https://t.co/GwM6KgV8JX",FALSE,"Accidente deja al menos  muertos y  heridos  ","Accidentedejaalmenosmuertosyheridos",76,701,0,595,"Quito, Ecuador"
"2017-07-05",0,FALSE,882582496961081344,TRUE,NA,NA,NA,NA,NA,2,FALSE,"DarwinLoorA","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @radio_sucre: Accidente en Alemania https://t.co/8wuN5uT3I7 https://t.co/2gdeiNUyw0",FALSE,"Accidente en Alemania  ","AccidenteenAlemania",11446,121,39,910,""
"2017-07-09",0,FALSE,884116968260980736,FALSE,NA,NA,883816094804434944,"AdriOsorioLuna",110915933,0,FALSE,"Emymackliff","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@AdriOsorioLuna Increíble @ecuavisa @radiocentroec @radio_sucre",FALSE,"AdriOsorioLuna Increíble ecuavisa radiocentroec radioucre","AdriOsorioLunaIncreíbleecuavisaradiocentroecradioucre",4801,138,1350,191,""
"2017-07-10",0,FALSE,884610121191522304,TRUE,NA,NA,NA,NA,NA,1,FALSE,"Jrnochi","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @radio_sucre: AFE denuncia irregularidades en contratos de equipos https://t.co/jrRLCCY4gU",FALSE,"AFE denuncia irregularidades en contratos de equipos ","AFEdenunciairregularidadesencontratosdeequipos",48760,4432,9,1385,"Guayaquil -  Ecuador"
"2017-07-10",0,FALSE,884469449285410816,TRUE,NA,NA,NA,NA,NA,1,FALSE,"Josebazur","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @radio_sucre: Ahora en Tía Calidad Variedad y Economía todo a $1.99 https://t.co/MaDt7rdmcj",FALSE,"Ahora en Tía Calidad Variedad y Economía todo a  ","AhoraenTíaCalidadVariedadyEconomíatodoa",2265,114,186,425,"Ecuador"
"2017-07-10",0,FALSE,884512696162541568,TRUE,NA,NA,NA,NA,NA,1,FALSE,"SilvioRivera7","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @radio_sucre: Al escuchar la Rueda de Prensa de la AFE, Luis Chango, Directivo de Mushuc Runa dice que hay una persecución contra El.
#S…",FALSE,"Al escuchar la Rueda de Prensa de la AFELuis ChangoDirectivo de Mushuc Runa dice que hay una persecución contra ElS…","AlescucharlaRuedadePrensadelaAFELuisChangoDirectivodeMushucRunadicequehayunapersecucióncontraElS…",12700,74,13955,466,""
"2017-07-18 23:12:22",2,FALSE,887450000896249856,FALSE,NA,NA,887408825137057792,"alvaro_exa",189629902,2,FALSE,"kate1982marilyn","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@alvaro_exa @ExaFmEcuador Deseo ver en el #ConciertoExa2017 a #CarlosRivera  #YoCreoEnLaRadio los escucho siempre <ed><U+00A0><U+00BD><ed><U+00B9><U+0086><ed><U+00A0><U+00BD><ed><U+00B9><U+0086><ed><U+00A0><U+00BD><ed><U+00B9><U+0086>",FALSE,"alvaroxa ExaFmEcuador Deseo ver en el ConciertoExa a CarlosRivera  YoCreoEnLaRadio los escucho siempre dUAUBDedUBUedUAUBDedUBUedUAUBDedUBU>","alvaroxaExaFmEcuadorDeseoverenelConciertoExaaCarlosRiveraYoCreoEnLaRadiolosescuchosiempredUAUBDedUBUedUAUBDedUBUedUAUBDedUBU>",2647,19,1606,65,""
"2017-07-18 23:25:38",1,FALSE,887453336160612352,FALSE,NA,NA,887408825137057792,"alvaro_exa",189629902,1,FALSE,"tamyocampot","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@alvaro_exa @ExaFmEcuador #LoDigo @alvaro_exa  xfa traigan a #CarlosRivera es un rey, brinda espectáculos increíble… https://t.co/TerQ8vR979",TRUE,"alvaroxa ExaFmEcuador LoDigo alvaroxa  xfa traigan a CarlosRivera es un reybrinda espectáculos increíble… ","alvaroxaExaFmEcuadorLoDigoalvaroxaxfatraiganaCarlosRiveraesunreybrindaespectáculosincreíble…",8968,704,4635,915,"Quito, Ecuador."
"2017-07-18 23:18:02",2,FALSE,887451426334679040,FALSE,NA,NA,887408825137057792,"alvaro_exa",189629902,1,FALSE,"MayaAldaz","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>","@alvaro_exa @ExaFmEcuador Me encantaría ver y escuchar #ConciertoExa2017  a @_CarlosRivera #YoCreoEnLaRadio &lt;3&lt;3",FALSE,"alvaroxa ExaFmEcuador Me encantaría ver y escuchar ConciertoExa  a arlosRivera YoCreoEnLaRadio tt","alvaroxaExaFmEcuadorMeencantaríaveryescucharConciertoExaaarlosRiveraYoCreoEnLaRadiott",1607,37,2430,114,"Pichincha, Ecuador"
"2017-07-18 22:48:19",3,FALSE,887443946812657664,FALSE,NA,NA,887408825137057792,"alvaro_exa",189629902,2,FALSE,"RiveristasEc","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@alvaro_exa @ExaFmEcuador Por favor nos gustaria ver en el #ConciertoExa2017 a nuestro @_CarlosRivera #YoCreoEnLaRadio  <ed><U+00A0><U+00BD><ed><U+00B9><U+008C><ed><U+00A0><U+00BD><ed><U+00B9><U+008B><ed><U+00A0><U+00BD><ed><U+00B9><U+008C>
Gracias <ed><U+00A0><U+00BD><ed><U+00B8><U+0089><ed><U+00A0><U+00BD><ed><U+00B8><U+0098>",FALSE,"alvaroxa ExaFmEcuador Por favor nos gustaria ver en el ConciertoExa a nuestro arlosRivera YoCreoEnLaRadio  dUAUBDedUBUCedUAUBDedUBUBedUAUBDedUBUCGracias dUAUBDedUBUedUAUBDedUBU>","alvaroxaExaFmEcuadorPorfavornosgustariaverenelConciertoExaanuestroarlosRiveraYoCreoEnLaRadiodUAUBDedUBUCedUAUBDedUBUBedUAUBDedUBUCGraciasdUAUBDedUBUedUAUBDedUBU>",1856,264,1772,625,"Quito, Ecuador"
"2017-07-19 00:09:31",2,FALSE,887464380216037376,FALSE,NA,NA,887408825137057792,"alvaro_exa",189629902,1,FALSE,"NadyGaby","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@alvaro_exa @ExaFmEcuador Que chevereee... el concierto mas esperado del año. Deberían invitar a Carlos Rivera <ed><U+00A0><U+00BD><ed><U+00B8><U+008D><ed><U+00A0><U+00BD><ed><U+00B8><U+008D><ed><U+00A0><U+00BD><ed><U+00B8><U+008D>",FALSE,"alvaroxa ExaFmEcuador Que chevereeeel concierto mas esperado del añoDeberían invitar a Carlos Rivera dUAUBDedUBUDedUAUBDedUBUDedUAUBDedUBUD>","alvaroxaExaFmEcuadorQuechevereeeelconciertomasesperadodelañoDeberíaninvitaraCarlosRiveradUAUBDedUBUDedUAUBDedUBUDedUAUBDedUBUD>",157923,1153,1055,507,"Ecuador"
"2017-07-18 23:15:28",2,FALSE,887450778851475456,FALSE,NA,NA,887408825137057792,"alvaro_exa",189629902,1,FALSE,"MileCRfan","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@alvaro_exa @ExaFmEcuador Queremos ver a #CarlosRivera en este gran #ConciertoExa2017 por favor!",FALSE,"alvaroxa ExaFmEcuador Queremos ver a CarlosRivera en este gran ConciertoExa por favor!","alvaroxaExaFmEcuadorQueremosveraCarlosRiveraenestegranConciertoExaporfavor!",5301,255,1452,848,"Quito"
"2017-07-18 23:29:42",2,FALSE,887454363349917696,FALSE,NA,NA,887408825137057792,"alvaro_exa",189629902,3,FALSE,"KarenRiveristaE","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@alvaro_exa @ExaFmEcuador Yehhhh!!! Se acerca el mejor concierto del año 
Y me encantaria ver a #CarlosRivera en el… https://t.co/ziR3DNPo3S",TRUE,"alvaroxa ExaFmEcuador YehhhhSe acerca el mejor concierto del año 
Y me encantaria ver a CarlosRivera en el… ","alvaroxaExaFmEcuadorYehhhhSeacercaelmejorconciertodelañoYmeencantariaveraCarlosRiveraenel…",12811,282,5566,394,""
"2017-07-23 16:59:45",0,FALSE,889168164654854144,TRUE,NA,NA,NA,NA,NA,1,FALSE,"ExaFmEcuador","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @ExamovilEcuador: Amigos los esperamos en todos los concesionario @ChevroletEc a nivel Nacional. Hay sorpresas increíbles no se lo pierd…",FALSE,"Amigos los esperamos en todos los concesionario ChevroletEc a nivel NacionalHay sorpresas increíbles no se lo pierd…","AmigoslosesperamosentodoslosconcesionarioChevroletEcanivelNacionalHaysorpresasincreíblesnoselopierd…",41654,39104,5901,866,"Ecuador "
"2017-07-04",0,FALSE,882288551957811200,FALSE,NA,NA,NA,"anto_v25",3372106840,0,FALSE,"FutGooolEc","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@anto_v25 #Eliminatorias

""Si estamos a nivel y sacamos buenos resultados llegaremos al mundial""

Vídeo @Radio_Sucre https://t.co/kdjDknJuMh",FALSE,"anto Eliminatorias

i estamos a nivel y sacamos buenos resultados llegaremos al mundial
Vídeo Radioucre ","antoEliminatoriasiestamosanivelysacamosbuenosresultadosllegaremosalmundialVídeoRadioucre",40540,8614,1444,449,"Ecuador"
"2017-07-04",0,FALSE,882411472529346560,TRUE,NA,NA,NA,NA,NA,5,FALSE,"parischiquitoo","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @radio_sucre: Antonio Valencia realiza conversatorio en importante Colegio de Guayaquil.
#SucreDeportes https://t.co/y4NtQ2kRPQ",FALSE,"Antonio Valencia realiza conversatorio en importante Colegio de GuayaquilSucreDeportes ","AntonioValenciarealizaconversatorioenimportanteColegiodeGuayaquilSucreDeportes",248945,91052,30062,100028,"ECUADOR"
"2017-07-04",0,FALSE,882251477842046976,TRUE,NA,NA,NA,NA,NA,1,FALSE,"DarwinLoorA","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @radio_sucre: ANT sancionará a operadoras de transporte involucradas en últimos siniestros de tránsito https://t.co/Uc5mtugqqt https://t…",FALSE,"ANT sancionará a operadoras de transporte involucradas en últimos siniestros de tránsito  …","ANTsancionaráaoperadorasdetransporteinvolucradasenúltimossiniestrosdetránsito…",11446,121,39,910,""
"2017-07-10",0,FALSE,884509213749379072,TRUE,NA,NA,NA,NA,NA,1,FALSE,"Chrispaz","<a href=""http://tapbots.com/software/tweetbot/mac"" rel=""nofollow"">Tweetbot for Mac</a>","RT @radio_sucre: Apareció como DT encargado en los dos últimos partidos de @LDU_Oficial y los ganó. Se prepara para ser un buen DT : Frankl…",FALSE,"Apareció como DT encargado en los dos últimos partidos de LDUficial y los ganóSe prepara para ser un buen DT Frankl…","ApareciócomoDTencargadoenlosdosúltimospartidosdeLDUficialylosganóSepreparaparaserunbuenDTFrankl…",87341,2512,3903,2353,"Quito - Ecuador"
"2017-07-05",0,FALSE,882797574402572288,TRUE,NA,NA,NA,NA,NA,1,FALSE,"UfredoBorbor","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RT @UfredoBorbor: APARECIO LA GARRA DE ALVEZ Y SUS 10 ACOMPANATES PERDONENME LO E DICHO HACE UN TIEMPO EN @radio_sucre Y @hdfutbol_tvs EL J…",FALSE,"APARECIO LA GARRA DE ALVEZ Y SUS  ACOMPANATES PERDONENME LO E DICHO HACE UN TIEMPO EN radioucre Y hdfutbolvs EL J…","APARECIOLAGARRADEALVEZYSUSACOMPANATESPERDONENMELOEDICHOHACEUNTIEMPOENradioucreYhdfutbolvsELJ…",43781,3854,1816,3023,"Guayaquil-Ecuador"
"2017-07-05",1,FALSE,882792002244534272,FALSE,NA,NA,NA,NA,NA,1,FALSE,"UfredoBorbor","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","APARECIO LA GARRA DE ALVEZ Y SUS 10 ACOMPANATES PERDONENME LO E DICHO HACE UN TIEMPO EN @radio_sucre Y @hdfutbol_tvs EL JUGADOR MAS ENCHUFAD",FALSE,"APARECIO LA GARRA DE ALVEZ Y SUS  ACOMPANATES PERDONENME LO E DICHO HACE UN TIEMPO EN radioucre Y hdfutbolvs EL JUGADOR MAS ENCHUFAD","APARECIOLAGARRADEALVEZYSUSACOMPANATESPERDONENMELOEDICHOHACEUNTIEMPOENradioucreYhdfutbolvsELJUGADORMASENCHUFAD",43781,3854,1816,3023,"Guayaquil-Ecuador"
"2017-07-04",0,FALSE,882327533655646208,TRUE,NA,NA,NA,NA,NA,1,FALSE,"MeliAlves6","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","RT @radio_sucre: Apareció una extraña y peligrosa isla https://t.co/6yzeop2Fzv https://t.co/716vhvrZP0",FALSE,"Apareció una extraña y peligrosa isla  ","Aparecióunaextrañaypeligrosaisla",74,661,5,576,"Quito, Ecuador"
"2017-07-09",0,FALSE,884172923803770880,FALSE,NA,NA,NA,"armonicafm",2384429660,1,FALSE,"Carapungoenacci","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@armonicafm ,@LaOtraRadioec ,@radiopublicaEC ,@CanelaRadioEc ,@LaRadioRedonda ,@radio_sucre ,@radioecuador , https://t.co/xtMuwjwXIr",FALSE,"armonicafm aOtraRadioec adiopublicaEC anelaRadioEc aRadioRedonda adioucre adioecuador ","armonicafmaOtraRadioecadiopublicaECanelaRadioEcaRadioRedondaadioucreadioecuador",782,358,909,427,""
"2017-07-05",0,FALSE,882612075914285056,TRUE,NA,NA,NA,NA,NA,5,FALSE,"grupogentesana","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @radio_sucre: Asambleísta del PSC Dallyana Passailaigue pidió a la @AsambleaEcuador  tomar medidas urgentes para erradicar la violencia…",FALSE,"Asambleísta del PSC Dallyana Passailaigue pidió a la AsambleaEcuador  tomar medidas urgentes para erradicar la violencia…","AsambleístadelPSCDallyanaPassailaiguepidióalaAsambleaEcuadortomarmedidasurgentesparaerradicarlaviolencia…",6347,5327,6529,1278,"Guayaquil, Ecuador 0985155086 "
"2017-07-03",0,FALSE,881889608384073728,TRUE,NA,NA,NA,NA,NA,1,FALSE,"vgt21","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @radio_sucre: Asambleistas Marcela Aguiñaga y Sofia Espín de AP,  rechazaron pedido de juicio político al Vice Presidente  Jorge Glas.
#…",FALSE,"Asambleistas Marcela Aguiñaga y Sofia Espín de AP rechazaron pedido de juicio político al Vice Presidente  Jorge Glas…","AsambleistasMarcelaAguiñagaySofiaEspíndeAPrechazaronpedidodejuiciopolíticoalVicePresidenteJorgeGlas…",1212,16,199,227,"Esmeraldas, Ecuador"
"2017-07-05",0,FALSE,882748849743425536,TRUE,NA,NA,NA,NA,NA,2,FALSE,"stalinmanssur","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @radio_sucre: Así fue la llegada del @BarcelonaSCweb al estadio Monumental hace pocos minutos para su partido frente a @SanLorenzo https…",FALSE,"Así fue la llegada del BarcelonaSCweb al estadio Monumental hace pocos minutos para su partido frente a SanLorenzo …","AsífuelallegadadelBarcelonaSCwebalestadioMonumentalhacepocosminutosparasupartidofrenteaSanLorenzo…",37407,544,30672,1660,"Guayaquil, Ecuador"
"2017-07-10",0,FALSE,884612326481162240,TRUE,NA,NA,NA,NA,NA,1,FALSE,"Jrnochi","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @radio_sucre: Atletic Sport ganó la primera estación del circuito de Balonmano https://t.co/eiEdzwLNOQ",FALSE,"Atletic Sport ganó la primera estación del circuito de Balonmano ","AtleticSportganólaprimeraestacióndelcircuitodeBalonmano",48760,4432,9,1385,"Guayaquil -  Ecuador"
"2017-07-05",0,FALSE,882713141150445568,TRUE,NA,NA,NA,NA,NA,1,FALSE,"AlvaroG27979666","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @radio_sucre: ATM entrega automotores para control de tránsito https://t.co/vR9BdCQdCp",FALSE,"ATM entrega automotores para control de tránsito ","ATMentregaautomotoresparacontroldetránsito",2217,257,18783,984,"Pueblo Los Rios"
"2017-07-04",0,FALSE,882385118014431232,TRUE,NA,NA,NA,NA,NA,2,FALSE,"DarwinLoorA","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @radio_sucre: ATNCION Estos serían los restos del avión venezolano que cayo al mar en Margarita vistos desde un helicóptero.
#SucreInfor…",FALSE,"ATNCION Estos serían los restos del avión venezolano que cayo al mar en Margarita vistos desde un helicópteroSucreInfor…","ATNCIONEstosseríanlosrestosdelaviónvenezolanoquecayoalmarenMargaritavistosdesdeunhelicópteroSucreInfor…",11446,121,39,910,""
"2017-07-04",0,FALSE,882233730320015360,TRUE,NA,NA,NA,NA,NA,1,FALSE,"JaMi_Loza","<a href=""http://www.tweetcaster.com"" rel=""nofollow"">TweetCaster for Android</a>","RT @radio_sucre: AUDIO Esteban Paz: Munúa ni ha renunciado ni le hemos pedido renuncia, no hay que mentirle a la gente
https://t.co/Y97VygB…",FALSE,"AUDIO Esteban PazMunúa ni ha renunciado ni le hemos pedido renunciano hay que mentirle a la gente
…","AUDIOEstebanPazMunúaniharenunciadonilehemospedidorenuncianohayquementirlealagente…",28965,156,33,56,"Toronto, Canada"
"2017-07-23 18:31:44",0,FALSE,889191315908460544,FALSE,NA,NA,NA,NA,NA,0,FALSE,"ExaFmEcuador","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Aún puedes visitar los locales @ChevroletEc para promociones y descuentos en el fin de semana Chevrolet <ed><U+00A0><U+00BC><ed><U+00BE><U+008A><ed><U+00A0><U+00BC><ed><U+00BE><U+0089><ed><U+00A0><U+00BD><ed><U+00BA><U+0097><ed><U+00A0><U+00BD><ed><U+00BA><U+0099><ed><U+00A0><U+00BD><ed><U+00BA><U+0098> https://t.co/lHgMvvKzGp",FALSE,"Aún puedes visitar los locales ChevroletEc para promociones y descuentos en el fin de semana Chevrolet dUAUBCedUBEUAedUAUBCedUBEUedUAUBDedUBAUedUAUBDedUBAUedUAUBDedUBAU","AúnpuedesvisitarloslocalesChevroletEcparapromocionesydescuentosenelfindesemanaChevroletdUAUBCedUBEUAedUAUBCedUBEUedUAUBDedUBAUedUAUBDedUBAUedUAUBDedUBAU",41654,39104,5901,866,"Ecuador "
"2017-07-04",0,FALSE,882268143044964352,TRUE,NA,NA,NA,NA,NA,1,FALSE,"JoseIbanezB","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @radio_sucre: Boda salvaje: quiso celebrar disparando su AK-47 y casi mata a todos https://t.co/VgSltz85AC",FALSE,"Boda salvajequiso celebrar disparando su AK y casi mata a todos ","BodasalvajequisocelebrardisparandosuAKycasimataatodos",38159,1184,76,2184,"ÜT: -2.139607,-79.8982272"
"2017-07-06",1,FALSE,882976796358193152,FALSE,NA,NA,NA,NA,NA,1,FALSE,"R13Deportivo","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","#BREAKING Enner Valencia está viajando rumbo a México para arreglarse con #Tigres (cortesía: @Jrnochi )… https://t.co/O2ySP068hN",TRUE,"BREAKING Enner Valencia está viajando rumbo a México para arreglarse con Tigres ortesíaJrnochi  ","BREAKINGEnnerValenciaestáviajandorumboaMéxicoparaarreglarseconTigresortesíaJrnochi",294,79,26,289,"México"
"2017-07-06",0,FALSE,882977581787742208,TRUE,NA,NA,NA,NA,NA,1,FALSE,"eldesconocido","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @R13Deportivo: #BREAKING Enner Valencia está viajando rumbo a México para arreglarse con #Tigres (cortesía: @Jrnochi ) @radio_sucre #R13…",FALSE,"BREAKING Enner Valencia está viajando rumbo a México para arreglarse con Tigres ortesíaJrnochi radioucre R…","BREAKINGEnnerValenciaestáviajandorumboaMéxicoparaarreglarseconTigresortesíaJrnochiradioucreR…",43811,5560,2580,983,"México D.F."
"2017-07-09",1,FALSE,884203115423162368,FALSE,NA,NA,NA,NA,NA,0,FALSE,"FutGooolEc","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Brian Cucco @DCuencaOficial
""Veníamos de 3 partidos sin que nos conviertan, hoy nos convirtieron un solo gol""

<ed><U+00A0><U+00BD><ed><U+00B3><U+00B9>… https://t.co/XYTe38gQpT",TRUE,"Brian Cucco DCuencaOficial
eníamos de  partidos sin que nos conviertanhoy nos convirtieron un solo gol
dUAUBDedUBUB ","BrianCuccoDCuencaOficialeníamosdepartidossinquenosconviertanhoynosconvirtieronunsologoldUAUBDedUBUB",40540,8614,1444,449,"Ecuador"
"2017-07-11",1,FALSE,884759395883782144,FALSE,NA,NA,884756276340764672,"bscfab83",905174262,0,FALSE,"wironayib91","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@bscfab83 @IGecuador Estaba sentado en el auto esperando q se caliente y no sentí si no es por  @radio_sucre q en e… https://t.co/IR6X2ccGb1",TRUE,"bscfab IGecuador Estaba sentado en el auto esperando q se caliente y no sentí si no es por  radioucre q en e… ","bscfabIGecuadorEstabasentadoenelautoesperandoqsecalienteynosentísinoesporradioucreqene…",7174,169,97,409,"Guayaquil"
